"","name","position","specialty","education"
"2063","MARGOLIS,AMANDA","Asst Professor (Chs)","Pharmacy","PHARMD 2009 Univ of Wisconsin-Madison"
"2064","MARI-BEFFA,GLORIA","Professor","Mathematics","PHD 1991 Univ of Minnesota-Twin Cities"
"2065","MARIN-SPIOTTA,ERIKA","Professor","Geography","PHD 2006 Univ of California Berkeley"
"2066","MARINEZ LORA,ANE MARIA","Lecturer","Educational Psychology","PHD 2003 Univ of Wisconsin-Madison"
"2067","MARKEL,MARK D.","Professor","Medical Sciences","PHD 1990 Mayo Foundation"
"2068","MARKER,PAUL","Professor","Pharmacy","PHD 1998 Stanford University"
"2069","MARLER,CATHERINE","Professor","Psychology","PHD 1990 Arizona State University"
"2070","MAROON,ELIZABETH","Assistant Professor","Atmospheric &amp; Oceanic Sciences","PHD 2011 Colorado State University"
"2071","MARQUES,FERNANDO JAVIER","Clinical Assoc Prof","Medical Sciences","DVM 2005 Universidad de Buenos Aires"
"2072","MARQUEZ,BENJAMIN","Professor","Political Science","PHD 1983 Univ of Wisconsin-Madison"
"2073","MARSH FINCO,JAMIE","Assoc Faculty Assoc","Finance","MS 2004 Univ of Wisconsin-La Crosse"
"2074","MARSH,ANN","Assoc Lecturer","Entomology","MS 2020 Univ of Wisconsin-Madison"
"2075","MARSHALL,NANCY","Professor","Art History","PHD 1998 Yale University"
"2076","MARSHALL,NOWELL ANDREW","Senior Lecturer","Wisconsin School Of Business","PHD 2009 Univ of California Riverside"
"2077","MARSHALL,SIMON LINDSAY","Associate Professor","Mathematics","PHD 2010 Princeton University"
"2078","MARSLAND,ROB","Senior Lecturer","Electrical &amp; Computer Engr",NA
"2079","MARTELL,JEFFREY D","Assistant Professor","Chemistry","PHD 2015 Massachusetts Inst Of Tech"
"2080","MARTIN,ANN SMART","Professor","Art History","PHD 1993 Clg of William &amp; Mary-Virginia"
"2081","MARTIN,BETH","Professor (Chs)","Pharmacy","PHD 2006 Univ of Wisconsin-Madison"
"2082","MARTIN,DARREN","Student Services Cord","Student Services","MS 2004 Univ of Wisconsin-Madison"
"2083","MARTIN,JESSICA","Adjunct Professor","Ms In Biotechnology Degree Prg","MA 2009 Univ of Wisconsin-Madison"
"2084","MARTIN,JOHN","Assoc Lecturer","Counseling Psychology","EDD 2009 Univ of Wisconsin-Madison"
"2085","MARTIN,JONATHAN EDWARD","Professor","Atmospheric &amp; Oceanic Sciences","PHD 1992 University of Washington"
"2086","MARTIN,KERRY","Faculty Associate","Integrative Biology","MS 2007 Univ of Wisconsin-Madison"
"2087","MARTIN,LISA","Professor","Political Science","PHD 1989 Harvard University"
"2088","MARTIN,THOMAS F J","Professor","Biochemistry","PHD 1974 Harvard University"
"2089","MARTINEZ,MARCOS","Assoc Lecturer","Electrical &amp; Computer Engr","PHD 2016 Univ of Wisconsin-Madison"
"2090","MARTINS,JP","Assistant Professor","Medical Sciences","PHD 2016 "
"2091","MARTY,SARAH","Faculty Associate","Bolz Center For Arts Admin","MBA 2005 Univ of Wisconsin-Madison"
"2092","MARULASIDDAPPA,SURESH","Professor","Pathobiological Sciences","PHD 1995 Univ Of Minnesota-St Paul"
"2093","MASON,ANDREA H","Professor","Kinesiology","PHD 2001 Simon Fraser University"
"2094","MASON,JOSEPH","Professor","Geography","PHD 1995 Univ of Wisconsin-Madison"
"2095","MASROUR,FARID","Associate Professor","Philosophy","PHD 2008 University of Arizona"
"2096","MASSOGLIA,MICHAEL A","Professor","Sociology","PHD 2006 Univ of Minnesota-Twin Cities"
"2097","MASSON,PATRICK","Professor","Genetics","PHD 1985 Fac Des Sci Agro DE Gembloux"
"2098","MASTERS,KRISTYN","Professor","Biomedical Engineering","PHD 2001 Rice University"
"2099","MATHEWS,JIM","Lecturer","Art","PHD 2013 Univ of Wisconsin-Madison"
"2100","MATHIEU,ROBERT D.","Professor","Astronomy","PHD 1983 Univ of California Berkeley"
"2101","MATSUMURA,ELLA MAE","Professor","Accting &amp; Info Sys","PHD 1984 University of British Columbia"
"2102","MATTHEWS,PERCIVAL G","Associate Professor","Educational Psychology","PHD 2010 Vanderbilt University"
"2103","MATTHIES,ROBIN","Assoc Lecturer","Social Work","MSW 2014 Univ of Wisconsin-Madison"
"2104","MATTILA,DANE","Lecturer","Counseling Psychology","EDM 2018 Univ of Wisconsin-La Crosse"
"2105","MATTIS,KRISTINE","Asst Faculty Assoc","Integrative Biology","PHD 2014 Univ of Wisconsin-Madison"
"2106","MATULIONIS,GAUDRIMAS","Asst Prof Of Mil Sci","Naval Science","MS 2015 Univ of California Los Angeles"
"2107","MAUK,MATTHEW","Lecturer","Art","MFA 2017 Univ of Wisconsin-Madison"
"2108","MAVRIKAKIS,MANOS","Professor","Chemical &amp; Biological Engr","PHD 1994 Univ of Michigan at Ann Arbor"
"2109","MAWST,LUKE","Professor","Electrical &amp; Computer Engr","PHD 1987 Univ of IL at Urbana-Champaign"
"2110","MAXIM,LAURENTIU","Professor","Mathematics","PHD 2005 University of Pennsylvania"
"2111","MAYER,KENNETH","Professor","Political Science","PHD 1988 Yale University"
"2112","MAYERS,JOSHUA B","Adjunct Asst Prof","Law, Society And Justice","JD 1991 Chicago-Kent College Of Law"
"2113","MAYHEW,BRIAN W","Professor","Accting &amp; Info Sys","PHD 1997 University of Arizona"
"2114","MAYNARD,DOUGLAS W.","Professor","Sociology","PHD 1979 U of California-Santa Barbara"
"2115","MC ANULTY,JONATHAN FRANCIS","Professor","Surgical Sciences","PHD 1994 Univ of Wisconsin-Madison"
"2116","MC CAMMON,DAN","Professor","Physics","PHD 1971 Univ of Wisconsin-Madison"
"2117","MC CLAIN,ROB","Faculty Associate","Chemistry","PHD 1991 Univ of Wisconsin-Madison"
"2118","MC DANIEL,SARAH","Lecturer","Information School","MA 1998 Univ of Wisconsin-Milwaukee"
"2119","MC LEOD,DOUGLAS","Professor","Journalism&amp;Mass Communication","PHD 1989 Univ of Minnesota-Twin Cities"
"2120","MC SHANE-HELLENBRAND,KAREN","Faculty Associate","Dance","MFA 1989 Univ of Wisconsin-Madison"
"2121","MCANDREWS,CAREY","Associate Professor","Planning &amp; Landscape Arch","PHD 2009 Univ of California Berkeley"
"2122","MCAULIFFE,NOREEN MARIE","Assoc Lecturer","English","MFA 2010 Univ of Wisconsin-Madison"
"2123","MCBRIDE,ERIN K.","Clinical Assoc Prof","Law School","JD 2003 University of Iowa"
"2124","MCCALLUM,JAMES SCOTT","Adjunct Assoc Prof","Lafollette Sch Of Publ Affairs","MA 2018 Johns Hopkins University"
"2125","MCCARTHY,LIZ","Sr Advisor","Office Of Undergrad Advising","MS 1991 Southern IL Univ.-Carbondale"
"2126","MCCARY,LINDSAY","Clinical Adjunct Asst Prof","Volunteer Staff","PHD 2011 Univ of Southern California"
"2127","MCCLEAN,MEGAN","Assistant Professor","Biomedical Engineering","PHD 2009 Harvard University"
"2128","MCCLURG,TIM","Senior Lecturer","Operations &amp; Information Mgmt","PHD 1993 Purdue University"
"2129","MCCORD,ALEIA INGULLI","Assoc Faculty Assoc","Africa Center","PHD 2016 Univ of Wisconsin-Madison"
"2130","MCCOY,ALFRED WILLIAM","Professor","History","PHD 1977 Yale University"
"2131","MCCOY,M","Faculty Associate","Asian Studies","PHD 2005 Northwestern University"
"2132","MCCOY,SARA","Asst Professor (Chs)","Medicine","MD 2010 Case Western Reserve Univ."
"2133","MCCULLEY,DAVID JAMES","Assistant Professor","Pediatrics","MD 2001 Thomas Jefferson University"
"2134","MCCULLOH,KATE","Associate Professor","Botany","PHD 2004 University of Utah"
"2135","MCCULLOUGH,CHAD J","Assoc Lecturer","Mead Witter School Of Music","MM  University of Washington"
"2136","MCCURDY,MARTHA L","Lecturer","Kinesiology","PHD 1988 Northwestern University"
"2137","MCDERMOTT,MEGAN","Lecturer","Law School","JD 2000 Univ of California Berkeley"
"2138","MCDERMOTT,ROBERT F","Professor","Physics","PHD 2002 Univ of California Berkeley"
"2139","MCDONALD,DAVID MACLAREN","Professor","History","PHD 1988 Columbia University"
"2140","MCDONALD,JOSEPH","Assoc Lecturer","Ed Leadership&amp;Policy Analysis","JD 2020 Univ of Wisconsin-Madison"
"2141","MCDONALD,PETER DOUGLAS","Assistant Professor","Curriculum And Instruction","PHD 2018 University of Chicago"
"2142","MCDONNELL,TERESA","Adjunct Professor","Ms In Biotechnology Degree Prg","MBA  University of Iowa"
"2143","MCDOWELL,COLLEEN M","Assistant Professor","Ophthalmology&amp;Visual Sciences","PHD  University of Iowa"
"2144","MCFARLAND,RICHARD","Associate Professor","Anthropology","PHD 2011 "
"2145","MCGARR,KATHRYN","Assistant Professor","Journalism&amp;Mass Communication","PHD 2017 Princeton University"
"2146","MCGLAMERY,THOMAS","Faculty Associate","Engr Professional Development","PHD 2000 University of Texas at Austin"
"2147","MCGRANAHAN,PAMELA","Clinical Assoc Prof","Nursing","DNP 2012 Univ of Wisconsin-Madison"
"2148","MCINNES,BRIAN D","Associate Professor","School Of Human Ecology","EDD 2010 Univ of Minnesota-Duluth"
"2149","MCKELVEY,CHRISTOPHER","Lecturer","Economics","PHD 2005 Univ of California Los Angeles"
"2150","MCKEOWN,JAMES","Professor","Classic &amp; Ancient Near E Stds","PHD 1978 University of Cambridge"
"2151","MCKINNEY DE ROYSTON,MAXINE","Assistant Professor","Curriculum And Instruction","PHD 2011 Univ of California Berkeley"
"2152","MCKINNON,SARA","Associate Professor","Communication Arts","PHD 2008 Arizona State University"
"2153","MCKOWN,KEVIN M.","Clinical Asst Prof","Medicine","MD 1983 Wayne State University"
"2154","MCLELLAN,GILLIAN","Associate Professor","Surgical Sciences","PHD 2000 University of London"
"2155","MCLEOD,ZACHARY DAVID","Admin Program Spec","Administration","BA 2011 Univ of Wisconsin-Madison"
"2156","MCMAHON,KATHERINE","Professor","Civil &amp; Environmental Engr","PHD 2002 Univ of California Berkeley"
"2157","MCMAHON,ROBERT J.","Professor","Chemistry","PHD 1985 Univ of California Los Angeles"
"2158","MCMASTER,JAMES","Assistant Professor","Gender And Women Studies","PHD  New York University"
"2159","MCMILLAN,ALAN BLAIR","Assoc Professor (Chs)","Radiology","PHD 2007 Univ of Wisconsin-Madison"
"2160","MCMILLAN,DAWNA","Clinical Asst Prof","Nursing","DNP 2018 Univ of Illinois at Chicago"
"2161","MCNAMARA,NICHOLAS JOEL","Adjunct Instructor","Law School","JD 1993 Univ of Wisconsin-Madison"
"2162","MCNEEL,DOUGLAS GORDON","Professor","Medicine","PHD 1992 University of Chicago"
"2163","MCQUILLAN,MOLLIE THERESE","Assistant Professor","Ed Leadership&amp;Policy Analysis","PHD 2017 Northwestern University"
"2164","MEAD,JULIE F","Professor","Ed Leadership&amp;Policy Analysis","PHD 1994 Univ of Wisconsin-Madison"
"2165","MEAD,SCOTT MICHAEL","Clinical Assoc Prof","Medicine","MD 2002 Univ of Wisconsin-Madison"
"2166","MECOZZI,SANDRO","Professor","Pharmacy","PHD 1996 California Institute of Tech"
"2167","MEDINA,RUBEN","Professor","Spanish And Portuguese","PHD 1990 Univ of California San Diego"
"2168","MEDNICK,ADAM","Lecturer","Academic Programs","PHD 2015 Univ of Wisconsin-Madison"
"2169","MEDOW,JOSHUA ERIC","Associate Professor","Neurological Surgery","MD 1999 Univ of Illinois at Chicago"
"2170","MEHLE,ANDREW","Associate Professor","Medical Microbiology","PHD 2004 Harvard University"
"2171","MEIER,ALISON","Assoc Lecturer","Social Work","MSW 2007 Univ of Wisconsin-Madison"
"2172","MEILLER,LARRY","Professor Emer","Life Sciences Communication","PHD 1977 Univ of Wisconsin-Madison"
"2173","MEKEEL,WILLIAM JAMES","Senior Lecturer","Geography","MS 2011 Minnesota State Univ, Mankato"
"2174","MELLO,ANTONIO SAMPAIO","Professor","Finance","PHD 1987 University of London"
"2175","MELLOR,SCOTT","Dis Faculty Associate","German, Nordic &amp; Slavic","PHD 1999 Univ of Wisconsin-Madison"
"2176","MENDONCA,ENEIDA A","Honorary Assoc/Fellow","Biostatistics&amp;Med Informatics","PHD 2002 Columbia University"
"2177","MENDOZA RIVERA,HENRY","Senior Lecturer","Statistics","MS 2011 "
"2178","MENECHELLA,GRAZIA","Associate Professor","French And Italian","PHD 1994 University of Toronto"
"2179","MENGHINI,TIMOTHY LUKE","Clinical Instructor","Surgical Sciences",NA
"2180","MENZEL,ANNIE","Assistant Professor","Gender And Women Studies","PHD 2014 University of Washington"
"2181","MERCADO,SARLI E","Senior Lecturer","Spanish And Portuguese","PHD 2006 Boston University"
"2182","MERMELSTEIN,OMER","Visiting Asst Prof","Mathematics","PHD  "
"2183","MERRINS,MATTHEW JAMES","Assistant Professor","Medicine","PHD 2008 Univ of Michigan at Ann Arbor"
"2184","MERTZ,JANET","Professor","Oncology","PHD 1975 Stanford University"
"2185","MESSINA,JAMES","Associate Professor","Philosophy","PHD 2011 University of San Diego"
"2186","METCALF,CARISSA ROSE","Assoc Lecturer","Social Work","MSW 2007 Univ of Wisconsin-Madison"
"2187","MEURIS,JIRS","Assistant Professor","Management &amp; Human Resources","PHD  University of Pittsburgh"
"2188","MEYER,DANIEL","Professor","Social Work","PHD 1990 Univ of Wisconsin-Madison"
"2189","MEYER,GABRIELE E.","Faculty Associate","Mathematics","PHD 1988 Univ of Wisconsin-Madison"
"2190","MEYER,LAUREN N","Lecturer","Educational Psychology","PSYD 2018 University of Arizona"
"2191","MEYER,MARK BENJAMIN","Assoc Lecturer","Biochemistry","PHD 2007 Univ of Wisconsin-Madison"
"2192","MEYERAND,BETH","Professor","Medical Physics","PHD 1996 Medical College Of Wisconsin"
"2193","MEYERS,JENNIFER","Lecturer","Design Studies","MS 1987 University Of Houston"
"2194","MEYERS,ROSS O","Assoc Faculty Assoc","Pharmacy","PHD 2005 University of Arizona"
"2195","MEYERS,STEPHEN R","Professor","Geoscience","PHD 2003 Northwestern University"
"2196","MEYN,ION","Assistant Professor","Law School","JD 2000 Hastings Clg of Law, U of CA"
"2197","MIALIK,HEATHER","Instructl Prg Mgr Ii","Cals Academic Affairs","MHEA 2002 Univ of IL at Urbana-Champaign"
"2198","MICHAUD,MARY DAVIS","Faculty Associate","Lafollette Sch Of Publ Affairs","MPP 1995 University of Chicago"
"2199","MICHELS,TONY","Professor","History","PHD 1998 Stanford University"
"2200","MICHINI,CARLA","Assistant Professor","Industrial &amp; Systems Engr","PHD 2012 Univ Studi di Roma-La Sapienza"
"2201","MICKELSON,JAMIE IRENE","Lecturer","Bba Program Office","MS 2017 Univ of Wisconsin-Madison"
"2202","MIDDLECAMP,CATHY","Professor","Academic Programs","PHD 1976 Univ of Wisconsin-Madison"
"2203","MIER-CRUZ,BENJAMIN","Assistant Professor","German, Nordic &amp; Slavic","PHD 2013 Univ of California Berkeley"
"2204","MIERNOWSKA,EWA","Senior Lecturer","German, Nordic &amp; Slavic","PHD 1996 Univ of Wisconsin-Madison"
"2205","MIERNOWSKI,JAN","Professor","French And Italian","PHD 1988 Universite Paris X Nanterre"
"2206","MIKKELSON,ANDREW","Assoc Faculty Assoc","Mechanical Engineering","MS 1999 Univ of Wisconsin-Madison"
"2207","MILENKOVIC,PAUL H.","Associate Professor","Electrical &amp; Computer Engr","PHD 1981 California Institute of Tech"
"2208","MILES,KELSEY C","Assoc Lecturer","Chemistry","PHD 2017 Univ of Wisconsin-Madison"
"2209","MILICIC,SRDJAN","Assoc Faculty Assoc","Electrical &amp; Computer Engr","PHD 2007 Arizona State University"
"2210","MILKOWSKI,ANDREW","Adjunct Professor","Animal And Dairy Sciences","PHD 1976 Univ of Wisconsin-Madison"
"2211","MILLER,BARTON P.","Professor","Computer Sciences","PHD 1984 Univ of California Berkeley"
"2212","MILLER,DENNIS","Professor","Art","MFA 1995 Univ of Wisconsin-Madison"
"2213","MILLER,ERIC","Lecturer","Social Work","MSW 1996 Univ of Michigan at Ann Arbor"
"2214","MILLER,FRANKLIN","Associate Professor","Mechanical Engineering","PHD 2005 Massachusetts Inst Of Tech"
"2215","MILLER,JAMES","Faculty Associate","Chemical &amp; Biological Engr","PHD 1995 Carnegie-Mellon University"
"2216","MILLER,JANEL","Lecturer","Engr Professional Development","MS 1984 Carnegie-Mellon University"
"2217","MILLER,JOSEPH S","Professor","Mathematics","PHD 2002 Cornell University"
"2218","MILLER,LINDSEY","Outreach Specialist","Teacher Education Center",NA
"2219","MILLER,MICHAEL","Honorary Assoc/Fellow","Academic Programs","BS 1986 Univ of Wisconsin-Madison"
"2220","MILLER,PAUL E.","Clinical Professor","Surgical Sciences","DVM 1983 Michigan State University"
"2221","MILLER,PETER M","Professor","Ed Leadership&amp;Policy Analysis","PHD 2005 University of Utah"
"2222","MILLS,NEIL","Assistant Professor","Theatre &amp; Drama","MFA 2013 Carnegie-Mellon University"
"2223","MILTON,ROSS","Assistant Professor","Lafollette Sch Of Publ Affairs","PHD 2017 Cornell University"
"2224","MIN,SANGKEE","Assistant Professor","Mechanical Engineering","PHD 2001 Univ of California Berkeley"
"2225","MINI,DARSHANA SREEDHAR","Assistant Professor","Communication Arts","PHD 2020 Univ of Southern California"
"2226","MINICHIELLO,VINCENT JOSEPH","Asst Professor (Chs)","Family Medicine","MD 2012 Univ of Massachusetts Med Sch"
"2227","MINTZ,YONATAN","Assistant Professor","Industrial &amp; Systems Engr","PHD  Univ of California Berkeley"
"2228","MIRANDA,ALMITA A","Assistant Professor","Geography","PHD 2017 Northwestern University"
"2229","MIRSHARIFI,FATEMEHSADAT","Lecturer","Asian Languages &amp; Cultures","PHD 2017 Univ of Wisconsin-Madison"
"2230","MISEY,ROBERT J","Adjunct Instructor","Law School","JD 1987 Vanderbilt University"
"2231","MISSION,PAIGE LAUREN","Lecturer","Educational Psychology","PHD 2016 Univ of Wisconsin-Madison"
"2232","MITCH,-","Clinical Professor","Law School","JD 2003 Univ of Wisconsin-Madison"
"2233","MITCHELL,CAROL K C","Assoc Professor (Chs)","Medicine","PHD 2002 Univ of Missouri-Kansas City"
"2234","MITCHELL,EVERETT D","Adjunct Instructor","Law School","JD 2010 Univ of Wisconsin-Madison"
"2235","MITCHELL,MEG","Associate Professor","Art","MFA 2008 Univ of Maryland College Park"
"2236","MITCHELL,PAUL","Professor","Agricultural&amp;Applied Economics","PHD 1999 Iowa State Univ of Sci &amp; Tech"
"2237","MITCHELL,SUSAN","Assoc Lecturer","Information School","MLS 2002 SUNY at Buffalo"
"2238","MITMAN,GREGG","Professor","History","PHD 1988 Univ of Wisconsin-Madison"
"2239","MIYAMOTO,SHIGEKI","Professor","Oncology","PHD 1990 Univ of California Berkeley"
"2240","MIYASAKI,JAN KEIKO","Senior Lecturer","Asian Amer St","JD 1989 Marquette University"
"2241","MLADENOFF,DAVID","Professor Emer","Forest &amp; Wildlife Ecology","PHD 1985 Univ of Wisconsin-Madison"
"2242","MOBLEY,SCOTT","Assoc Faculty Assoc","Political Science","PHD 2015 Univ of Wisconsin-Madison"
"2243","MOEDERSHEIM,SABINE","Associate Professor","German, Nordic &amp; Slavic","PHD 1992 Al Ludwig U-Freiburg Breisgau"
"2244","MOELLER,KATHRYN","Assistant Professor","Educational Policy Studies","PHD 2012 Univ of California Berkeley"
"2245","MOHAMED,MAHA A","Assoc Professor (Chs)","Medicine","MD 1992 University of Khartoum"
"2246","MOHAMMADI,ABDOLLAH","Asst Faculty Assoc","Physics","PHD 2011 Shiraz University"
"2247","MOHR,EMMA","Assistant Professor","Pediatrics","PHD 2012 University of Iowa"
"2248","MOK,LUCILLE","Lecturer","Mead Witter School Of Music","PHD 2014 Harvard University"
"2249","MOLFENTER,NANCY FARNON","Lecturer","Rehab Psychology &amp; Special Ed","PHD 2014 Univ of Wisconsin-Madison"
